C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_22_723.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_22_723.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_22_723.jpg, 0, 1, 0, 30.1903
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_22_824.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_22_824.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_22_824.jpg, 0, 1, 0, 30.19028
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_22_926.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_22_926.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_22_926.jpg, 0, 1, 0, 30.19028
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_23_030.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_23_030.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_23_030.jpg, 0, 1, 0, 30.19028
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_23_130.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_23_130.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_23_130.jpg, 0, 1, 0, 30.1903
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_23_238.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_23_238.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_23_238.jpg, 0, 1, 0, 30.19029
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_23_342.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_23_342.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_23_342.jpg, 0, 1, 0, 30.19031
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_23_447.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_23_447.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_23_447.jpg, 0, 1, 0, 30.19029
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_23_550.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_23_550.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_23_550.jpg, 0, 1, 0, 30.19029
C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\center_2019_08_11_16_51_23_655.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\left_2019_08_11_16_51_23_655.jpg, C:\Users\dtoebe\Projects\LaneFinder-Course\sim-data\IMG\right_2019_08_11_16_51_23_655.jpg, 0, 1, 0, 30.19032
